start_station,end_station,count
Edvard Storms gate,Aker Brygge,301
Sofienbergparken nordvest,Sofienbergparken nord,301
Jess Carlsens gate,Sjoesiden ved trappen,301
Hammersborg Torg,Hammersborg Torg,301
Hydroparken,Tjuvholmen,301
Rostockgata,Dyvekes bru,299
Storo Storsenter,Marcus Thranes gate,299
John Colletts plass,Sognsveien,299
Edvard Storms gate,Saga Kino,299
Nordre gate,Botanisk Hage soer,299
Fredensborg,The Hub,299
Daelenenggata,Moelleparken,299
Ringnes Park,Botanisk Hage soer,298
Norsk Folkemuseum,Frogner plass,298
Sentrum Scene,Jens Bjelkes Gate,298
Sommerfrydhagen,Kvaernerbyen,298
Vaterlandsparken,Lakkegata,298
Thomas Heftyes plass,Skoeyen,298
Jess Carlsens gate,Bankplassen,298
Spikersuppa oest,Aker Brygge,298
Professor Aschehougs plass,Aker Brygge,297
Colosseum Kino,Hoffsveien,297
Lindern,Ringnes Park,297
Moelleparken,Helga Helgesens plass,297
Sommerfrydhagen,Toeyenbekken,297
Sofienbergparken nordvest,The Hub,297
Jess Carlsens gate,Aker Brygge,297
Lille Grensen,Olaf Ryes plass,297
Uranienborgveien,Tjuvholmen,297
Jordalgata,Toeyen skole,297
Jakob kirke,Aker Brygge,296
Helga Helgesens plass,Arkaden Soer,296
Olaf Ryes plass,Spikersuppa oest,296
Lodalen busstopp,Sjoesiden ved trappen,296
Ringnes Park,Birkelunden,295
Ringnes Park,Schous plass trikkestopp,295
Alexander Kiellands Plass,Spikersuppa Vest,295
Torggata,Professor Aschehougs plass,295
Thomas Heftyes plass,Huitfeldts gate,295
Olaf Ryes plass,Bjoervika,295
Munkegata,Rostockgata,295
Stjerneplassen,Vippetangen vest,294
Colosseum Kino,Skoeyen,294
Kirkeristen,Ringnes Park,294
Lakkegata,Sukkerbiten,294
Tjuvholmen,Slottsparken oest,294
Fagerheimgata,Bankplassen,294
Toeyenbekken,AHO,294
Linaaes gate,Schous plass,294
Majorstua skole,Elisenberg,294
BI Nydalen,Birkelunden,293
Schous plass trikkestopp,Kirkeristen,293
Sommerfrydhagen,Olaf Ryes plass,293
Oscars gate,Oscars gate,293
Storo Storsenter,Fagerheimgata,292
Schous plass trikkestopp,Torggata,292
Jess Carlsens gate,Sukkerbiten,292
Sofienbergparken nord,Jakob kirke,292
Marcus Thranes gate,Fredensborg,292
Bentsebrugata,Alexander Kiellands Plass,291
Oslo Handelsgymnasium,Dokkveien,291
Vippetangen oest,Aker Brygge,291
Sukkerbiten,Langkaia,291
Skillebekk,Bjoervika,291
Torggata,Botanisk Hage soer,291
Jess Carlsens gate,Oslo Plaza,291
Dokkveien,Bjoervika,291
Rostockgata,Paléhaven,290
Frogner Stadion,Skoeyen,290
Anker Hotel,Kirkeristen,290
Ullevaal sykehus,Marcus Thranes gate,290
Sofienberggata,Torggata,290
Thomas Heftyes plass,Skillebekk,290
Kvaernerbyen,Aker Brygge,289
Sukkerbiten,Professor Aschehougs plass,289
Thomas Heftyes plass,Dokkveien,289
Dyvekes bru,Kvaernerbyen,289
Munkegata,Sentrum Scene,289
Akerselvallmenningen,Sjoesiden ved trappen,288
Botanisk Hage soer,Jess Carlsens gate,288
Torggata,Fagerheimgata,288
Dyvekes bru,Paléhaven,288
Aker Brygge,Helga Helgesens plass,287
Hans Nielsen Hauges plass,Hans Nielsen Hauges plass,287
Bjoelsen Studentby,Bentsebrugata,287
Storo Storsenter,Loerenveien,287
Ringnes Park,Bislettgata,287
Aker Brygge 3 mot Fergene,Aker Brygge 3 mot Fergene,286
Vaar Frelsers gravlund,Linaaes gate,286
Toeyen skole,Kirkeristen,286
Kontraskjaeret,Sukkerbiten,286
Alexander Kiellands Plass,Schous plass trikkestopp,286
Alexander Kiellands Plass,Daelenenggata,286
Sukkerbiten,Helga Helgesens plass,286
Frogner plass,Aker Brygge,286
Munkegata,Kvaernerbyen,286
Kirkeristen,Munkegata,285
Loerenveien,Storo Storsenter,285
Toeyen skole,The Hub,285
Gimle Kino,Gimle Kino,285
Vestkanttorvet,Elisenberg,285
Sofienbergparken nord,Sofienbergparken nordvest,285
Vaar Frelsers gravlund,Studenterlunden,284
Ringnes Park,Daelenenggata,284
Schous plass trikkestopp,Toeyenbekken,284
Linaaes gate,Helga Helgesens plass,284
Sofienbergparken nord,Toeyenbekken,284
Kirkeristen,Jakob kirke,283
Majorstuen,Skoeyen,283
Ullevaal sykehus,Chr. Michelsens Gate,283
Lilleborgbanen,Lilleborgbanen,283
Hoffsveien,Skoeyen Stasjon,283
Botanisk hage soer-vest,Toeyenbekken,283
Gunerius,Jens Bjelkes Gate,282
Kirkeristen,Vaterlandsparken,282
Birkelunden,Jakob kirke,282
Spikersuppa Vest,Spikersuppa Vest,282
Jernbanetorget,Jens Bjelkes Gate,282
Lilleborgbanen,Ringnes Park,282
Dokkveien,Sofienbergparken nordvest,282
Botanisk hage soer-vest,Toeyen skole,282
Kirkeristen,Schous plass trikkestopp,281
Storo Storsenter,Myraloekka oest,281
Alexander Kiellands Plass,Sofienbergparken nordvest,281
Alexander Kiellands Plass,Lille Grensen,281
Bjoervika,Rostockgata,281
Vaterlandsparken,Jens Bjelkes Gate,281
Lille Grensen,Jens Bjelkes Gate,281
Annette Thommessens Plass,Vippetangen vest,281
Storo Storsenter,BI Nydalen,280
Ringnes Park,Jakob kirke,280
Frognerbadet,Frognerbadet,280
Norsk Folkemuseum,Frognerstranda,280
Alexander Kiellands Plass,Forskningsveien,280
Sentrum Scene,Sentrum Scene,280
Schous plass trikkestopp,Helga Helgesens plass,280
Helga Helgesens plass,Sofienbergparken nord,280
Skoeyen,Tjuvholmen,280
Professor Aschehougs plass,Torggata,279
Maritimt Museum,Maritimt Museum,279
Storo Storsenter,Bjoelsen moelle,279
Ringnes Park,Sentrum Scene,279
Toeyen skole,Groenlands torg,279
Trondheimsveien,Torggata,279
Helga Helgesens plass,Spikersuppa Vest,279
Munkegata,Slottsparken oest,279
Helga Helgesens plass,Groenlands torg,278
Jens Bjelkes Gate,Sjoesiden ved trappen,278
Henrik Ibsens gate,Frognerstranda,278
Jakob kirke,Ringnes Park,277
Sentrum Scene,Schous plass,277
Grünerhagen Nord,Torggata,277
Linaaes gate,Soendre gate,277
Ulven Torg,Ulven Torg,276
Huk 2,Tjuvholmen,276
Ringnes Park,Fredensborg,276
Lakkegata,Akerselvallmenningen,276
Frognerstranda,Aker Brygge,276
Helga Helgesens plass,Hausmanns bru,276
Helga Helgesens plass,Annette Thommessens Plass,276
Hammersborg Torg,The Hub,276
Hammersborg Torg,Landstads gate,276
Professor Aschehougs plass,Sukkerbiten,275
Rostockgata,Olaf Ryes plass,275
Helga Helgesens plass,Sofienbergparken soer,275
Raadhusgata,Sjoesiden ved trappen,275
Torggata,Sofienbergparken nordvest,275
Olaf Ryes plass,Vaterlandsparken,275
Over Raadhusgata,Over Raadhusgata,275
Frogner plass,Karenslyst allé,275
Hammersborg Torg,Saga Kino,275
Stjerneplassen,Helga Helgesens plass,274
Ringnes Park,Hallings gate,274
Alexander Kiellands Plass,Botanisk Hage soer,274
Lakkegata,The Hub,274
Sjoesiden ved trappen,Torggata,274
Bislett Stadion,7. juni-plassen,274
Sofienbergparken soer,Aker Brygge,274
Sukkerbiten,Edvard Storms gate,274
Fagerheimgata,The Hub,274
St. Olavs gate,Saga Kino,274
Frognerveien,Henrik Ibsens gate,274
Bislettgata,Saga Kino,274
Storo Storsenter,Alexander Kiellands Plass,273
Ringnes Park,Sommerfrydhagen,273
Jakob kirke,Torggata,273
Bjoervika,Bjoervika,273
Jernbanetorget,Jess Carlsens gate,273
Ullevaal sykehus,Majorstuen,273
Lille Grensen,Jess Carlsens gate,273
Dyvekes bru,Rostockgata,273
Krohgstoetten hospital,Helga Helgesens plass,272
Ringnes Park,Grünerhagen Nord,272
Norsk Folkemuseum,Tjuvholmen,272
Sentrum Scene,Sofienbergparken nord,272
Moelleparken,Toeyen skole,272
Moelleparken,Moelleparken,272
Helga Helgesens plass,Birkelunden,272
Hoff terrasse holdeplass,Skoeyen,272
Georg Morgenstiernes hus,Marcus Thranes gate,272
Carl Berners plass soer,Finnmarksgata,271
Landstads gate,Kirkeristen,271
Landstads gate,Bankplassen,271
Jakob kirke,Sofienbergparken nord,271
Vulkan,The Hub,271
Sjoesiden ved trappen,AHO,271
Bislett Stadion,Ruseloekkgaarden,271
Kjeld Stubs gate,Sjoesiden ved trappen,271
St. Olavs gate,Munkedamsveien,271
Henrik Wergelands allé,Elisenberg,271
Hasle Torg,Toeyen skole,270
Majorstuen,Elisenberg,270
Norsk Folkemuseum,Skoeyen,270
Birkelunden,Bjoervika,270
Vulkan,Sukkerbiten,270
AHO,Sjoesiden ved trappen,270
Oslo Plaza,Munkegata,270
Elisenberg,Elisenberg,270
Torggata,Birkelunden,270
Lille Grensen,Hammersborg Torg,270
Langkaia,Vippetangen vest,270
Grünerhagen Nord,Sofienberggata,270
Bentsebrugata,Bentsebrugata,269
Studenterlunden,Studenterlunden,269
Toeyen skole,Finnmarksgata,269
Majorstuen,Bislettgata,269
BI Nydalen,Marcus Thranes gate,269
Oslo Plaza,Jens Bjelkes Gate,269
Schous plass trikkestopp,Aker Brygge,269
Sirkustomta,Toeyenbekken,269
St. Olavs gate,Tjuvholmen,269
Huitfeldts gate,Raadhusgata,269
Bogstadveien,Bislettgata,269
Frognerbadet,Frogner plass,268
Frognerstranda,Sjoesiden ved trappen,268
Sukkerbiten,Toeyenbekken,268
Tjuvholmen,Sukkerbiten,268
Bjerregaards gate,Bislett Stadion,268
Henrik Ibsens gate,7. juni-plassen,268
Dokkveien,Kirkeristen,268
Klingenberggata,Tjuvholmen,267
Rostockgata,Raadhusgata,267
Majorstuen,Suhms gate,267
Chr. Michelsens Gate,Ringnes Park,267
Sukkerbiten,Salt,267
Jess Carlsens gate,Alexander Kiellands Plass,267
Olaf Ryes plass,Arkaden Nord,267
Bislettgata,Bislett Stadion,267
Aker Brygge,Tjuvholmen,266
Hans Nielsen Hauges plass,Ringnes Park,266
Carl Berners plass soer,Sommerfrydhagen,266
Jakob kirke,The Hub,266
Jakob kirke,Fagerheimgata,266
Bjoelsendumpa,Ringnes Park,266
Lakkegata,Helga Helgesens plass,266
Elisenberg,Skovveien,266
Majorstuveien,Uranienborgveien,266
Jens Bjelkes Gate,Gunerius,266
Olaf Ryes plass,Ringnes Park,266
Professor Aschehougs plass,Alexander Kiellands Plass,265
Aker Brygge,Paléhaven,265
Aker Brygge,Salt,265
Kontraskjaeret,Kontraskjaeret,265
Alexander Kiellands Plass,Stjerneplassen,265
Bjoervika,Lakkegata,265
Tjuvholmen,Oslo Handelsgymnasium,265
Helga Helgesens plass,Arkaden Nord,265
Bjerregaards gate,Torggata,265
Sofienbergparken nord,Sentrum Scene,265
Drammensveien,Drammensveien,265
Elisenberg,Frogner Stadion,264
Galgeberg,Rostockgata,264
Sofienbergparken nord,Fredensborg,264
Fred Olsens gate,Vippetangen oest,264
Aker Brygge,AHO,263
Vaar Frelsers gravlund,Sukkerbiten,263
Vaar Frelsers gravlund,Paléhaven,263
Grünerhagen Nord,Toeyen skole,263
Vaar Frelsers gravlund,Saga Kino,262
Vulkan,Sjoesiden ved trappen,262
Sukkerbiten,Karenslyst allé,262
Salt,Salt,262
Ringnes Park,Vulkan,261
Ringnes Park,Sofienbergparken nord,261
Lindern,Griffenfeldts gate,261
Vulkan,Helga Helgesens plass,261
Edvard Storms gate,Oslo Handelsgymnasium,261
Torshovparken vest,Torggata,261
Henrik Ibsens gate,Tjuvholmen,261
Thomas Heftyes plass,7. juni-plassen,261
Stavangergata,Stavangergata,261
The Hub,Schous plass trikkestopp,260
Ringnes Park,Jens Bjelkes Gate,260
Landstads gate,Linaaes gate,260
Bjoelsendumpa,Myraloekka oest,260
Schous plass,Spikersuppa Vest,260
Bjoervika,Skovveien,260
Olaf Ryes plass,Sofienbergparken nord,260
Skoeyen,Norsk Folkemuseum,260
Annette Thommessens Plass,Alexander Kiellands Plass,260
Bogstadveien,Elisenberg,260
Bogstadveien,Oscars gate,260
Majorstua skole,Stensparken,260
Kirkegata 15,Helga Helgesens plass,260
Rostockgata,Spikersuppa Vest,259
Groenlands torg,Kvaernerbyen,259
Ringnes Park,Sofienbergparken nordvest,259
Sagene bussholdeplass,Lilleborgbanen,259
Toeyen skole,Moelleparken,259
Alexander Kiellands Plass,Paléhaven,259
Birkelunden,Olaf Ryes plass,259
AHO,Fredensborg,259
Helga Helgesens plass,Kvaernerbyen,259
Jens Bjelkes Gate,Sentrum Scene,259
St. Olavs gate,Kirkeristen,259
Bjoelsen Studentby,Bjoelsen Studentby,258
Majorstua skole,Thune,258
Majorstua skole,Oscars gate,258
Dyvekes bru,Aker Brygge,258
Sotahjoernet,Helga Helgesens plass,258
Bankplassen,Alexander Kiellands Plass,258
Lakkegata,Bankplassen,257
Sjoesiden ved trappen,Vulkan,257
Frogner Stadion,Tjuvholmen,257
Botanisk Hage soer,Spikersuppa oest,257
Grünerhagen Nord,Sentrum Scene,257
Huitfeldts gate,Bankplassen,257
Georg Morgenstiernes hus,Georg Morgenstiernes hus,257
Loerenporten,Hasle Torg,256
Kirkeristen,Botanisk Hage soer,256
Storo Storsenter,Lilleborgbanen,256
Lille Schous plass,Botanisk Hage soer,256
Alexander Kiellands Plass,Schous plass,256
Schous plass,Sjoesiden ved trappen,256
Fram-gaarden,7. juni-plassen,256
Skillebekk,Skoeyen,256
Henrik Ibsens gate,Henrik Ibsens gate,256
Sofienberggata,Toeyenbekken,256
Oscars gate,Bankplassen,256
Forskningsveien,Marcus Thranes gate,256
Colosseum Kino,Frogner plass,255
Vaar Frelsers gravlund,Olaf Ryes plass,255
Bjoelsendumpa,Alexander Kiellands Plass,255
Tjuvholmen,Hoffsveien,255
Helga Helgesens plass,Linaaes gate,255
Bogstadveien,Henrik Ibsens gate,255
Marcus Thranes gate,Bjerregaards gate,255
Gunerius,Olaf Ryes plass,254
The Hub,Sofienbergparken nord,254
Vaar Frelsers gravlund,Hammersborg Torg,254
Landstads gate,Aker Brygge,254
BI Nydalen,Storo Storsenter,254
Hausmanns bru,Helga Helgesens plass,254
Jernbanetorget,Schous plass,254
Tjuvholmen,Akerselvallmenningen,254
Helga Helgesens plass,Bankplassen,254
Anker Hotel,Sukkerbiten,254
Mandalls gate,Mandalls gate,254
Toeyenbekken,Lakkegata,254
Olaf Ryes plass,St. Olavs gate,254
Daelenenggata,Alexander Kiellands Plass,254
Groenlands torg,Lodalen busstopp,253
Schous plass,Jakob kirke,253
Sentrum Scene,Ringnes Park,253
Bjerregaards gate,Vaar Frelsers gravlund,253
Trelastgata,Bjoervika,253
Munkegata,Paléhaven,253
Hammersborg Torg,Lille Grensen,253
Aker Brygge,Langkaia,252
Huk 2,Frognerstranda,252
Groenlands torg,Rostockgata,252
Sjoesiden ved fontenen,Sukkerbiten,252
Bjoelsendumpa,Arendalsgata,252
Fram-gaarden,Dokkveien,252
Sukkerbiten,Pilestredet Studenthus,252
Bjoervika,Skillebekk,252
Edvard Storms gate,Kirkeristen,252
Tjuvholmen,Sjoesiden ved fontenen,252
Munkegata,Kirkeristen,252
Akerselvallmenningen,Vippetangen vest,251
Huk 2,Norsk Folkemuseum,251
Vaar Frelsers gravlund,Lille Grensen,251
Alexander Kiellands Plass,Bislettgata,251
Briskeby,Majorstuen,251
Tjuvholmen,Spikersuppa oest,251
Bjerregaards gate,St. Olavs gate,251
Ensjoe T-bane,Trelastgata,251
Jess Carlsens gate,Sentrum Scene,251
Jess Carlsens gate,AHO,251
Lille Grensen,Vulkan,251
Grünerhagen Nord,Grünerhagen Nord,251
Huitfeldts gate,Skillebekk,251
Bislettgata,Bjerregaards gate,251
Munkegata,Sofienbergparken nordvest,251
Akerselvallmenningen,Tjuvholmen,250
Huk 2,Filipstadveien,250
Bjoelsen Studentby,Ringnes Park,250
Storo Storsenter,Birkelunden,250
Alexander Kiellands Plass,Oslo Plaza,250
AHO,Vaterlandsparken,250
Sofienbergparken nordvest,Schous plass,250
Sofienbergparken nordvest,Trondheimsveien,250
Botanisk Hage vest,The Hub,250
Olaf Ryes plass,Spikersuppa Vest,250
Slottsparken oest,Kirkeristen,250
Hallings gate,Bislett Stadion,250
Munkegata,The Hub,250
Enerhaugen,Kirkeristen,250
Stjerneplassen,Sukkerbiten,249
Schous plass,Linaaes gate,249
Stensparken,Vaar Frelsers gravlund,249
Jernbanetorget,Munkegata,249
Helga Helgesens plass,Toeyenbekken,249
Brugata,Jens Bjelkes Gate,249
Botanisk Hage vest,Helga Helgesens plass,249
Langkaia,Sukkerbiten,249
Huitfeldts gate,Edvard Storms gate,249
Oscars gate,Saga Kino,249
Froeen T-bane,Majorstuen,249
Skoeyen,Karenslyst allé,249
Frogner plass,Elisenberg,249
Rostockgata,Munkegata,248
Vaar Frelsers gravlund,Torggata,248
Oslo Handelsgymnasium,Oslo Handelsgymnasium,248
Elisenberg,Majorstuen,248
Sofienbergparken soer,Vaterlandsparken,248
Sommerfrydhagen,Annette Thommessens Plass,248
Hoffsveien,Filipstadveien,248
Slottsparken oest,Tjuvholmen,248
Bogstadveien,Bogstadveien,248
Marcus Thranes gate,AHO,248
Hydroparken,7. juni-plassen,248
Professor Aschehougs plass,Olaf Ryes plass,247
Bentsebrugata,Ullevaal sykehus,247
Moelleparken,Torggata,247
Bislett Stadion,Kirkeristen,247
Bislett Stadion,Bislettgata,247
Suhms gate,Majorstuen,247
Sukkerbiten,Lakkegata,247
Skillebekk,Bankplassen,247
Uranienborgveien,Aker Brygge,247
Linaaes gate,Linaaes gate,247
Marcus Thranes gate,Kirkeristen,247
Marcus Thranes gate,Ullevaal sykehus,247
Akerselvallmenningen,Olaf Ryes plass,246
Majorstuen,Bislett Stadion,246
Alexander Kiellands Plass,Toeyen skole,246
Bjoervika,Dyvekes bru,246
Karenslyst allé,Frognerstranda,246
Fredensborg,Ringnes Park,246
Marcus Thranes gate,Sentrum Scene,246
Hedmarksgata,Toeyen skole,245
Kirkeristen,Alexander Kiellands Plass,245
Kirkeristen,AHO,245
Gimle Kino,Skillebekk,245
Botanisk Hage soer,Botanisk hage soer-vest,245
Helga Helgesens plass,Bjoervika,245
Torggata,Vulkan,245
Sofienbergparken nordvest,Sofienberggata,245
Jens Bjelkes Gate,Jakob kirke,245
Daelenenggata,Carl Berners plass soer,245
Akerselvallmenningen,Birkelunden,244
Gimle Kino,Dokkveien,244
Vestkanttorvet,Vestkanttorvet,244
Sukkerbiten,Arkaden Nord,244
Grünerhagen Nord,Aker Brygge,244
Linaaes gate,Nordre gate,244
Linaaes gate,Sofienbergparken nord,244
Huitfeldts gate,Kirkegata 15,244
Majorstua skole,Hoffsveien,244
Bislettgata,Tjuvholmen,244
Storo Storsenter,Jenny Braatens Plass,243
AHO,Bjoervika,243
Tjuvholmen,Thomas Heftyes plass,243
Fagerheimgata,Alexander Kiellands Plass,243
Uranienborgveien,Saga Kino,243
St. Olavs gate,Studenterlunden,243
Olaf Ryes plass,Lille Grensen,243
Majorstua skole,Thomas Heftyes plass,243
Frogner plass,Thune,243
Aker Brygge 3 mot Fergene,Kirkeristen,242
Ringnes Park,Vaterlandsparken,242
Henrik Ibsens gate,Saga Kino,242
Grünerhagen Nord,Kirkeristen,242
Professor Aschehougs plass,Bjoervika,241
Stjerneplassen,Stjerneplassen,241
Kirkeristen,Bjoervika,241
Storo Storsenter,Arendalsgata,241
Alexander Kiellands Plass,Munkegata,241
Moelleparken,Toeyenbekken,241
Bislett Stadion,Parkveien,241
Elisenberg,Bogstadveien,241
Botanisk hage soer-vest,Helga Helgesens plass,241
Paléhaven,Vippetangen vest,241
Dyvekes bru,Dyvekes bru,241
Munkegata,Lakkegata,241
Munkegata,Annette Thommessens Plass,241
Aker Brygge,Munkegata,240
Sjoesiden ved trappen,Galgeberg,240
Bislett Stadion,Henrik Ibsens gate,240
Sukkerbiten,Spikersuppa oest,240
Hausmanns bru,Bjoervika,240
Toeyenbekken,Jess Carlsens gate,240
Lille Grensen,AHO,240
Koebenhavngata busstopp,Ringnes Park,240
Majorstua skole,Bogstadveien,240
Paléhaven,Dyvekes bru,240
Bjerregaardsgate oest,Linaaes gate,240
Carl Berners plass soer,Toeyenparken,239
Birkelunden,Vaar Frelsers gravlund,239
Briskeby,Bogstadveien,239
Bislett Stadion,Skovveien,239
Helga Helgesens plass,Kjeld Stubs gate,239
Brugata,Brugata,239
Rostockgata,Via Vika,238
The Hub,Schous plass,238
Aker Brygge 2 mot Raadhusplassen,Aker Brygge 2 mot Raadhusplassen,238
Groenlands torg,Dyvekes bru,238
Ringnes Park,Jernbanetorget,238
Moelleparken,Botanisk Hage soer,238
Edvard Storms gate,Sukkerbiten,238
Bislettgata,Vaar Frelsers gravlund,238
7. juni-plassen,Edvard Storms gate,238
Storo Storsenter,Olaf Ryes plass,237
Toeyen skole,Grünerhagen Nord,237
Alexander Kiellands Plass,Bjoervika,237
Briskeby,Briskeby,237
Vulkan,Bankplassen,237
Sofienbergparken soer,Oslo Plaza,237
Helga Helgesens plass,Rostockgata,237
Torggata,Spikersuppa oest,237
Linaaes gate,Botanisk Hage soer,237
Frogner plass,Dokkveien,237
Aker Brygge,Universitetsgata,236
Rostockgata,Bankplassen,236
Oslo Handelsgymnasium,Frognerstranda,236
Carl Berners plass soer,Ringnes Park,236
Landstads gate,Sjoesiden ved trappen,236
Majorstuen,Briskeby,236
Frognerstranda,Munkedamsveien,236
Botanisk Hage soer,Ringnes Park,236
Fagerheimgata,Birkelunden,236
Ensjoe T-bane,Kvaernerbyen,236
Oslo Hospital,Vaterlandsparken,236
Skovveien,Bislett Stadion,235
Kirkeristen,Sofienbergparken nordvest,235
Storo Storsenter,Nydalen,235
OsloMet,Kirkeristen,235
Kontraskjaeret,Frognerstranda,235
Alexander Kiellands Plass,Fagerheimgata,235
Schous plass,Jernbanetorget,235
Thune,Skoeyen,235
AHO,Stjerneplassen,235
Oscars gate,Henrik Ibsens gate,235
Frognerveien,Frognerveien,235
Fred Olsens gate,Fred Olsens gate,235
Sinsen T-bane,Storo Storsenter,235
Hammersborg Torg,Vulkan,235
Ringnes Park,Vaar Frelsers gravlund,234
Vulkan,Lille Grensen,234
Fagerheimgata,Oslo Plaza,234
Lille Grensen,Alexander Kiellands Plass,234
Olaf Ryes plass,Vaar Frelsers gravlund,234
Hoffsveien,Sjoelyst,234
Georg Morgenstiernes hus,Majorstuen,234
Fredensborg,Schous plass trikkestopp,234
Munkegata,Bjoervika,234
Professor Aschehougs plass,Parkveien,233
Bjoelsen Studentby,Arendalsgata,233
Kirkeristen,Oscars gate,233
Frognerbadet,Skoeyen,233
Jakob kirke,Bankplassen,233
Moelleparken,Sommerfrydhagen,233
Thomas Heftyes plass,Filipstadveien,233
Bjerregaardsgate oest,The Hub,233
Arkitekt Rivertz Plass,Uelands gate,232
Parkveien,Huitfeldts gate,232
AHO,Schous plass trikkestopp,232
Tjuvholmen,Uranienborgveien,232
Fyrstikktorget,Kvaernerbyen,232
Georg Morgenstiernes hus,Ullevaalsveien,232
Maritimt Museum,Huk 2,231
AHO,Sjoesiden ved fontenen,231
Sukkerbiten,Jens Bjelkes Gate,231
Anker Hotel,Aker Brygge,231
Olaf Ryes plass,Kirkegata 15,231
Spikersuppa oest,Tjuvholmen,231
Munkegata,Toeyenbekken,231
Gunerius,Gunerius,230
Vaar Frelsers gravlund,Sjoesiden ved fontenen,230
Fram-gaarden,Spikersuppa oest,230
St. Olavs gate,Filipstadveien,230
Klingenberggata,Klingenberggata,229
BI Nydalen,Alexander Kiellands Plass,229
Botanisk Hage soer,Grünerhagen Nord,229
Bjoervika,Vippetangen vest,229
Tjuvholmen,Huk 2,229
Tjuvholmen,Filipstadveien,229
Tjuvholmen,Henrik Wergelands allé,229
Sommerfrydhagen,Kirkeristen,229
Marienlystparken,Majorstuen,229
Jordalgata,Jordalgata,229
Frogner plass,Filipstadveien,229
Fred Olsens gate,Oslo Hospital,229
Bislettgata,St. Olavs gate,229
Hasle Torg,Loerenporten,228
Schous plass,Raadhusgata,228
Ila,Torggata,228
Oslo Plaza,Jess Carlsens gate,228
Elisenberg,Henrik Wergelands allé,228
Frogner Stadion,Elisenberg,228
Jernbanetorget,Hammersborg Torg,228
Ullevaal sykehus,Alexander Kiellands Plass,228
Majorstuen T-bane,Frogner plass,228
Jess Carlsens gate,Kirkeristen,228
Galgeberg,Helga Helgesens plass,228
Paléhaven,Aker Brygge,228
Munkegata,Vaterlandsparken,228
Toeyen skole,Schous plass trikkestopp,227
Moelleparken,Bislett Stadion,227
Vulkan,Spikersuppa oest,227
Sofienbergparken soer,Kirkeristen,227
Helga Helgesens plass,Botanisk Hage vest,227
Sofienbergparken nordvest,Sjoesiden ved trappen,227
Fagerheimgata,Aker Brygge,227
Lille Grensen,Helga Helgesens plass,227
Dokkveien,Ringnes Park,227
Stavangergata,Bjoelsen Studentby,227
Lille Schous plass,Torggata,226
Alexander Kiellands Plass,Vaterlandsparken,226
